SL,CATEGORY,Brand,TYPE/FLAVOUR,ORIGINE,SKU,PACK TYPE,CODE,VERSION,DATE,BARCODE,CYLINDER COMPANY,PRINTING COMPANY,,,,,,,,,
17,SNACKS,CHEESE PUFFS,MOZZARELLA CHEESE,COMMON,21G,PILLOW,,MCPS21VN0,,8941189601003,,,,,,,,,,,
17,SNACKS,AAFI,PEANUT BAR,LOCAL,10G,PILLOW,,APNB10VN00,,8941189601188,,,,,,,,,,,
17,SNACKS,AAFI,PEANUT BAR,LOCAL,20G,PILLOW,,APNB20VN00,,89411896 01195,,,,,,,,,,,
17,DAIRY,FARM FRESH,BUTTER,LOCAL,50G,BOX,FBM,FBMVNO2,,89411896 04639,,,,,,,,,,,
17,DAIRY,FARM FRESH,BUTTER,LOCAL,200G,BOX,FBQ,FBQVN03,,89411896 04646,,,,,,,,,,,
17,DAIRY,FARM FRESH,BUTTER,LOCAL,50G,FOIL,FBM,FBMFOILV3,2023-12-17,89411896 04622,,,,,,,,,,,
17,DAIRY,FARM FRESH,BUTTER,LOCAL,200G,FOIL,FBQ,FBQFOILV3,2023-12-17,89411896 04646,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK (PULP BASED),INDIA,150G,BRICK,EFMS15080,EFMS15080VN01,,89411896 07746,,,,,,,,,,,
17,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,INDIA,500ML,PET,,EAMDHPV1,2024-04-04,89411896 05803,,,,,,,,,,,
17,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,INDIA,1000ML,PET,,EAMDOPV1,2024-04-04,89411896 05810,,,,,,,,,,,
17,CONDIMENTS,AKIJ,MUSTARD OIL,LOCAL,200ML,PET,,AKMOL2VN00,2023-09-05,89411896 03458,,,,,,,,,,,
17,CONDIMENTS,AKIJ,MUSTARD OIL,LOCAL,500ML,PET,,AKMOL5VN00,2023-09-05,89411896 03465,,,,,,,,,,,
17,CONDIMENTS,AKIJ,MUSTARD OIL,LOCAL,1000ML,PET,,AKMOL10VN00,2023-09-05,89411896 03472,,,,,,,,,,,
17,DAIRY,FARM FRESH,PASTEURIZED CHOCOLATE FLAVOURED LMILK,LOCAL,200ML,POUCH,FCQP,FCQPV2,2024-05-28,89411896 04479,,,,,,,,,,,
17,DAIRY,FARM FRESH,PASTEURIZED MANGO FLAVOURED LMILK,LOCAL,200ML,POUCH,FMQP,FMQPV3,2024-05-28,89411896 04462,,,,,,,,,,,
17,BEVERAGE,WILD BREW,MALT BEVERAGE,COMMON,300ML,FAT CAN,WBC330,WBC330V2,2025-04-25,89411896 00501,,,,,,,,,,,
17,SNACKS,AAFI,MANGO BAR,EXPORT ,15G,FOIL,AMB,AMBE15V01,,89411896 07111,,,,,,,,,,,
17,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,SINGAPORE,500ML,PET,,AMHSINGVN00,,89411896 05803,,,,,,,,,,,
17,BEVERAGE,SPEED,CARBONATED,COMMON,300ML,FAT CAN,,SCFC3V00,,89411896 00471,,,,,,,,,,,
17,BEVERAGE,TURBO,ELCTROLYTE SPORTS DRINK LEMON,LOCAL,250ML,PET,,TESDLEMP25V2,2025-02-26,89411896 08675,PRINTO PACK SYNDICATE ,AFBL FOOD PARK,,,,,,,,,
17,BEVERAGE,TURBO,ELCTROLYTE SPORTS DRINK LITCHI,LOCAL,250ML,PET,,TESDLITP25V2,2025-02-26,89411896 08682,PRINTO PACK SYNDICATE ,AFBL FOOD PARK,,,,,,,,,
17,BEVERAGE,TURBO,ELCTROLYTE SPORTS DRINK MANGO,LOCAL,250ML,PET,,TESDMANP25V2,2025-02-26,89411896 08699,PRINTO PACK SYNDICATE ,AFBL FOOD PARK,,,,,,,,,
17,BEVERAGE,TURBO,ELCTROLYTE SPORTS DRINK ORANGE,LOCAL,250ML,PET,,TESDORGP25V02,2025-02-26,89411896 08705,PRINTO PACK SYNDICATE ,AFBL FOOD PARK,,,,,,,,,
17,DAIRY,SHAKE,CHOCOLATE MILKSHAKE,,200ML,BRICK,,,,89411896 0455,,,,,,,,,,,
17,BAKERY,AAFI,SHAHI TOAST,LOCAL,250G,PILLOW,,ASHATLOC250V1,2023-12-31,89411896 01850,,,,,,,,,,,
17,DAIRY,SHAKE,CHOCOLATE MILKSHAKE,LOCAL,500ML,COMBIFIT,,SHECHOCMB50V0,2023-11-20,89411896 04882,,,,,,,,,,,
17,DAIRY,SHAKE,VANILA MILKSHAKE,LOCAL,500ML,COMBIFIT,,SHEVANCMB5V0,2023-11-20,89411896 05490,,,,,,,,,,,
17,DAIRY,SHAKE,KHEER MILKSHAKE,LOCAL,500ML,COMBIFIT,,SHEKHECMB5V0,2023-11-20,89411896 05506,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,RED GRAPE,LOCAL,180ML,PET,,FRG18CPVN0,2023-10-01,89411896 05568,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,LOCAL,180ML,PET,FNP,FNPN0,2023-10-10,89411896 06091,,,,,,,,,,,
17,SNACKS,CHEESE PUFFS,MOZZARELLA CHEESE,LOCAL,14G,PILLOW,,MCPS14V2,2025-01-23,89411896 01201,PRINTO PACK SYNDICATE ,AFBL FOOD PARK,,,,,,,,,
17,SNACKS,CHEESE PUFFS,MOZZARELLA CHEESE,COMMON,28G,PILLOW,,MCPS28VN0,,89411896 01218,,,,,,,,,,,
17,BEVERAGE,SPEED,GINGER,LOCAL,250ML,PET,,SGPET25VN0,2023-10-25,89411896 00341,,,,,,,,,,,
17,BEVERAGE,SPEED,GREEN APPLE,LOCAL,250ML,PET,,SGAPET25VN0,2023-10-25,89411896 00389,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,LOCAL,500ML,COMBIFIT,,FMCF5VN0,2023-11-14,89411896 05629,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,LOCAL,750ML,COMBIFIT,,FMCF75VN0,2023-11-14,8941189605636,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,LOCAL,1000ML,COMBIFIT,,FMCF10VN0,2023-11-14,89411896 05643,,,,,,,,,,,
17,SNACKS,AKIJ,HOT CHANACHUR,LOCAL,22G,PILLOW,,AKIJHHOTCH22V1,2024-05-09,89411896 01225,,,,,,,,,,,
17,SNACKS,AKIJ,HOT CHANACHUR,LOCAL,45G,PILLOW,,AKIJHHOTCH45V1,2024-05-09,89411896 01232,,,,,,,,,,,
17,SNACKS,AKIJ,HOT CHANACHUR,LOCAL,150G,PILLOW,,AKIJHHOTCH150V0,2023-11-12,89411896 01249,,,,,,,,,,,
17,SNACKS,AKIJ,HOT CHANACHUR,LOCAL,300G,PILLOW,,AKIJHHOTCH300V0,2023-11-12,89411896 01256,,,,,,,,,,,
17,FRUIT DRINK,AKIJ,MANGO FRUIT DRINK,LOCAL,500ML,PET,,AMFPET500V0,2023-11-13,89411896 05650,,,,,,,,,,,
17,FRUIT DRINK,AKIJ,MANGO FRUIT DRINK,LOCAL,1000ML,PET,,AMFPET1000V0,2023-11-13,89411896 05667,,,,,,,,,,,
17,FRUIT DRINK,AKIJ,MANGO FRUIT DRINK,LOCAL,200ML,BRICK,,AMFBRI200V0,,,,,,,,,,,,,
17,FRUIT DRINK,AKIJ,MANGO FRUIT DRINK,LOCAL,500ML,BRICK,,AMFBRI500V0,,,,,,,,,,,,,
17,FRUIT DRINK,AKIJ,MANGO FRUIT DRINK,LOCAL,750ML,BRICK,,AMFBRI750V0,,,,,,,,,,,,,
17,FRUIT DRINK,AKIJ,MANGO FRUIT DRINK,LOCAL,1000ML,BRICK,,AMFBRI1000V0,,,,,,,,,,,,,
17,BEVERAGE,MOJO,COLA,PROMOTIONAL,250ML,PET,,MJBBA25V1,2025-03-03,89411896 00044,,,,,,,,,,,
17,BEVERAGE,MOJO,COLA,PROMOTIONAL,500ML,PET,,MJBBA50V0,2025-01-09,89411896 00068,,,,,,,,,,,
17,BEVERAGE,MOJO,COLA,PROMOTIONAL,1000ML,PET,,MJBBA10V0,2025-01-09,89411896 00075,,,,,,,,,,,
17,BEVERAGE,MOJO,COLA,PROMOTIONAL,2000ML,PET,,MJBBA20V1,2025-03-03,89411896 00082,,,,,,,,,,,
17,DAIRY,SHAKE,CHOCOLATE MILKSHAKE,LOCAL,750ML,COMBIFIT,,SHECHOCMB75V0,2023-11-20,89411896 08712,,,,,,,,,,,
17,DAIRY,SHAKE,CHOCOLATE MILKSHAKE,LOCAL,1000ML,COMBIFIT,,SHECHOCMB100V0,2023-11-20,89411896 08729,,,,,,,,,,,
17,DAIRY,SHAKE,VANILA MILKSHAKE,LOCAL,750ML,COMBIFIT,,SHEVANCMB75V0,2023-11-20,89411896 08736,,,,,,,,,,,
17,DAIRY,SHAKE,VANILA MILKSHAKE,LOCAL,1000ML,COMBIFIT,,SHEVANCMB100V0,2023-11-20,89411896 08743,,,,,,,,,,,
17,DAIRY,SHAKE,KHEER MILKSHAKE,LOCAL,750ML,COMBIFIT,,SHEKHECMB75V0,2023-11-20,89411896 08750,,,,,,,,,,,
17,DAIRY,SHAKE,KHEER MILKSHAKE,LOCAL,1000ML,COMBIFIT,,SHEKHECMB100V0,2023-11-20,89411896 08767,,,,,,,,,,,
17,CONDIMENTS,AAFI,MUSTARD OIL,EXPORT,5000ML,PET,,AAMO5000EXPV3,2025-01-14,89411896 03885,,AKIJ PRINTING & PACKAGES LTD.,,,,,,,,,
17,DAIRY,FARM FRESH,LABAN (HEAT TREATED FERMENTED MILK),LOCAL,250ML,PET,FFLQP,FFLQPV01,2023-12-17,89411896 04813,,,,,,,,,,,
17,SNACKS,AAFI,CHANACHUR (HOT),LOCAL,25G,PILLOW,ACJ25,ACJL25V3,2024-08-01,89411896 00822,BANGLA-SHANGHAI PLATE MAKING LTD.,PREMIAFLEX PLASTICS LTD.,,,,,,,,,
17,SNACKS,AAFI,CHANACHUR (BBQ),LOCAL,25G,PILLOW,,ACB25V3,2024-10-06,89411896 01119,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
17,CONDIMENTS,AAFI,MIXED CHUTNEY,LOCAL,15G,POLY,,AMCL15V2,2025-01-01,89411896 03489,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
17,DAIRY,FARM FRESH,BUTTER,LOCAL,100G,FOIL,,FBF100V0,2023-12-27,89411896 04943,,,,,,,,,,,
17,SNACKS,OPOTATO,DRUMSTICK (SMOKY CHICKEN),LOCAL,20G,PILLOW,OPCD20,OPCD20V2,2024-02-14,89411896 01034,BANGLA-SHANGHAI PLATE MAKING LTD.,,,,,,,,,,
17,DAIRY,FARM FRESH,POWDER MILK,LOCAL,20G,PILLOW,,FFPM20V0,2024-01-14,89411896 05407,,,,,,,,,,,
17,DAIRY,MILK LAND,POWDER MILK,LOCAL,10G,POUCH,,MLP10V1,2024-02-13,8941189605100,,,,,,,,,,,
17,BEVERAGE,SPEED,CARBONATED,UAE,250ML,PET,ESQP,ESQPUAEV1,2024-09-29,89411896 00266,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
17,FRUIT DRINK,AAFI,LITCHI FLAVOURED DRINK,EXPORT,260ML,PET,,EAL260CV01,2024-01-23,89411896 06084,,,,,,,,,,,
17,SNACKS,CHEESE PUFFS,CHEESE,PROMOTIONAL,14G,PILLOW,,CPS14PRV2,2024-08-01,89411896 00914,,,,,,,,,,,
17,SNACKS,CHEESE PUFFS,CHEESE,PROMOTIONAL,22G,PILLOW,,CPSM22PRV2,2024-08-01,89411896 00921,,,,,,,,,,,
17,CONDIMENTS,AKIJ,MUSTARD OIL,LOCAL,50ML,PET,,AKMOL50V0,2023-09-13,89411896 03496,,,,,,,,,,,
17,CONDIMENTS,AKIJ,MUSTARD OIL,LOCAL,100ML,PET,,AKMOL100V0,2023-09-13,89411896 03502,,,,,,,,,,,
17,SNACKS,AKIJ,MANGO BAR,LOCAL,7/15G,PLASTIC JAR,,AKMSBCS7/15V0,2024-02-18,NO NEED,,,,,,,,,,,
17,SNACKS,AKIJ,MANGO BAR,LOCAL,7G,FOIL,,AKMBFL7V0,2024-02-18,89411896 01263,,,,,,,,,,,
17,SNACKS,AKIJ,MANGO BAR,LOCAL,7G,POUCH,,AKMBPL7V0,2024-02-18,89411896 01270,,,,,,,,,,,
17,SNACKS,AKIJ,MANGO BAR,LOCAL,7G,PLASTIC JAR,,AKMBPJL7V0,2024-02-18,89411896 01287,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,USA,250ML,PET,,FQPUSAV0,2024-02-19,89411896 05711,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,USA,500ML,PET,,FHPUSAV0,2024-02-19,89411896 05728,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,USA,1000ML,PET,,FOPUSAV0,2024-02-19,89411896 05735,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,EXPORT ,125ML,MASTER CARTON,,FMFEM125-40V0,2024-02-20,89411896 08774,,,,,,,,,,,
18,GRAINS,AKIJ,CHINIGURA AEROMETIC RICE,LOCAL,40KG,BAG,,AARL40KV0,2024-02-26,89411896 08781,,,,,,,,,,,
18,BEVERAGE,SPEED,CARBONATED,LOCAL,200ML,CAN,,SPEDC2V0,2024-03-03,89411896 08798,,,,,,,,,,,
18,BEVERAGE,CLEMON,LEMON,LOCAL,200ML,CAN,,CLMLC2V0,2024-03-03,89411896 08804,,,,,,,,,,,
18,FRUIT DRINK,AAFI,LITCHI DRINK,USA,180ML,PET,,EALD180USAV0,2024-03-03,89411896 0613,,,,,,,,,,,
18,BEVERAGE,MOJO,COLA,LOCAL,200ML,CAN,,MJCLC2V0,2024-03-04,89411896 08811,,,,,,,,,,,
18,BEVERAGE,SPEED X,CARBONATED,EXPORT,250ML,MASTER CARTON,,SPD-XMCPETV0,2024-03-12,89411896 08828,,,,,,,,,,,
18,DAIRY,FARM FRESH,PASTEURIZED FULL CREAM MILK,LOCAL,200ML,POUCH,,FFPFCPASIND2V0,,,,,,,,,,,,,
18,DAIRY,FARM FRESH,PASTEURIZED FULL CREAM MILK,LOCAL,500ML,POUCH,,FFPFCUPASIND5V0,2024-03-19,89411896 04370,,,,,,,,,,,
18,DAIRY,FARM FRESH,PASTEURIZED FULL CREAM MILK,LOCAL,1000ML,POUCH,,FFPFCPASIND10V0,2024-03-19,89411896 04387,,,,,,,,,,,
18,BEVERAGE,CLEMON,LEMON,CAMPING,250ML,PET,,CLLCAM25V0,2025-01-01,89411896 00112,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
18,BEVERAGE,CLEMON,LEMON,CAMPING,500ML,PET,,CLLCAM50V0,2025-01-01,89411896 00136,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
18,BEVERAGE,CLEMON,LEMON,CAMPING,1000ML,PET,,CLLCAM100V0,2025-01-01,89411896 00143,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
18,BEVERAGE,CLEMON,LEMON,CAMPING,2000ML,PET,,CLLCAM200V0,2025-01-01,89411896 00150,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
18,BEVERAGE,SPEED,CARBONATED,UAE,250ML,CAN,,ESQPUAECANV1,2024-05-21,89411896 00273,,,,,,,,,,,
18,DAIRY,YAMMY,LASSI,LOCAL,180ML,PET,,YLP180V1,2024-03-27,89411896 05193,,,,,,,,,,,
18,DAIRY,FARM FRESH,POWDER MILK,PROMOTIONAL,500G,PILLOW,,FFIPMHPROV2,2025-01-19,89411896 04936,,,,,,,,,,,
18,BAKERY,AAFI,DRY CAKE,LOCAL,25G,POUCH,,ADCLOC25POUV0,2024-04-24,89411896 01867,,,,,,,,,,,
18,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,AUSTALIA,250ML,PET,,FQPAUSV0,2024-04-30,89411896 05711,,,,,,,,,,,
18,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,AUSTALIA,500ML,PET,,FHPAUSV0,2024-04-30,89411896 05728,,,,,,,,,,,
18,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,AUSTALIA,1000ML,PET,,FOPAUSV0,2024-04-30,89411896 05735,,,,,,,,,,,
18,CONDIMENTS,AKIJ,RED LENTIL,LOCAL,20KG,BAG,,AKRLL20KV0,2024-04-30,89411896 08835,,,,,,,,,,,
18,CONDIMENTS,AKIJ,RED LENTIL,LOCAL,40KG,BAG,,AKRLL40KV0,2024-04-30,89411896 08842,,,,,,,,,,,
18,BEVERAGE,ICEE TEA,LEMON,LOCAL,250ML,PET,,ITLL25V0,2024-07-08,89411900 06183,,,,,,,,,,,
18,SNACKS,AKIJ WELL-BEING,DRIED FRUITS (MANGO),LOCAL,100G,STANDING POUCH,,AWDFMSTDPV2,2025-03-13,89411896 01294,BANGLA-SHANGHAI PLATE MAKING LTD.,AKIJ PRINTING & PACKAGES LTD.,,,,,,,,,
18,DAIRY,FARM FRESH,UHT LASSI,LOCAL,250ML,PET,,,,89411896 04592,,,,,,,,,,,
18,DAIRY,FARM FRESH,UHT LASSI,LOCAL,200ML,PET,,FFUHTLAS200V0,2024-09-19,89411896 04608,,,,,,,,,,,
18,BAKERY,AAFI,PLAIN TOAST,EXPORT,100G,PILLOW,,APREXP100V0,2024-05-06,89411896 02062,,,,,,,,,,,
18,BAKERY,AAFI,PLAIN TOAST,EXPORT,150G,PILLOW,,APREXP150V0,2024-05-06,89411896 01966,,,,,,,,,,,
18,BAKERY,AAFI,PLAIN TOAST,EXPORT,250G,PILLOW,,APREXP250V0,2024-05-06,89411896 01973,,,,,,,,,,,
18,BAKERY,AAFI,GHEE TOAST,EXPORT,100G,PILLOW,,AGREXP100V0,2024-05-06,89411896 01928,,,,,,,,,,,
18,BAKERY,AAFI,GHEE TOAST,EXPORT,150G,PILLOW,,AGREXP150V0,2024-05-06,89411896 01935,,,,,,,,,,,
18,BAKERY,AAFI,GHEE TOAST,EXPORT,250G,PILLOW,,AGREXP250V0,2024-05-06,89411896 01942,,,,,,,,,,,
18,BAKERY,AAFI,HOICHOI TOAST,EXPORT,100G,PILLOW,,AHOIREXP100V0,2024-04-17,89411896 01874,,,,,,,,,,,
18,BAKERY,AAFI,HOICHOI TOAST,EXPORT,150G,PILLOW,,AHOIREXP150V0,2024-04-17,89411896 01881,,,,,,,,,,,
18,BAKERY,AAFI,HOICHOI TOAST,EXPORT,250G,PILLOW,,AHOIREXP250V0,2024-04-17,89411896 01898,,,,,,,,,,,
18,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,GCC,250ML,PET,FQP,FQPCTRGCCV0,2024-05-07,89411896 05711,,,,,,,,,,,
18,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,GCC,500ML,PET,FHP,FHPCTRGCCV0,2024-05-07,89411896 05728,,,,,,,,,,,
18,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,GCC,1000ML,PET,FOP,FOPCTRGCCV0,2024-05-07,89411896 05735,,,,,,,,,,,
18,SNACKS,AAFI,CHANACHUR (CLASSIC),EXPORT ,35G,MASTER CARTON,,AAFICHA4VMCV0,2024-05-26,89411896 08859,,,,,,,,,,,
18,SNACKS,AAFI,CHANACHUR (CLASSIC),EXPORT ,35G,MASTER CARTON,,AAFICHA4VMCV0,2024-05-26,89411896 08866,,,,,,,,,,,
18,SNACKS,AAFI,CHANACHUR (HOT),EXPORT ,35G,MASTER CARTON,,AAFICHA4VMCV0,2024-05-26,89411896 08873,,,,,,,,,,,
18,SNACKS,AAFI,CHANACHUR (BBQ),EXPORT ,35G,MASTER CARTON,,AAFICHA4VMCV0,2024-05-26,89411896 08880,,,,,,,,,,,
18,BAKERY,AAFI,PLAIN TOAST,INDIA,100G,PILLOW,,APRIND100V0,2024-06-03,89411896 02062,,,,,,,,,,,
18,BAKERY,AAFI,PLAIN TOAST,INDIA,150G,PILLOW, ,APRIND150V0,2024-06-03,89411896 01966,,,,,,,,,,,
18,BAKERY,AAFI,PLAIN TOAST,INDIA,250G,PILLOW,,APRIND250V0,2024-06-03,89411896 01973,,,,,,,,,,,
18,BAKERY,AAFI,GHEE TOAST,INDIA,100G,PILLOW,,AGRIND100V0,2024-06-03,89411896 01928,,,,,,,,,,,
18,BAKERY,AAFI,GHEE TOAST,INDIA,150G,PILLOW,,AGRIND150V0,2024-06-03,89411896 01935,,,,,,,,,,,
18,BAKERY,AAFI,GHEE TOAST,INDIA,250G,PILLOW,,AGRIND250V0,2024-06-03,89411896 01942,,,,,,,,,,,
18,BAKERY,AAFI,HOICHOI TOAST,INDIA,100G,PILLOW,,AHOIRIND100V0,2024-04-17,89411896 01874,,,,,,,,,,,
18,BAKERY,AAFI,HOICHOI TOAST,INDIA,150G,PILLOW,,AHOIRIND150V0,2024-04-17,89411896 01881,,,,,,,,,,,
18,BAKERY,AAFI,HOICHOI TOAST,INDIA,250G,PILLOW,,AHOIRIND250V0,2024-04-17,89411896 01898,,,,,,,,,,,
18,BEVERAGE,AAFI,JIRA PANI,EXPORT ,250ML,MASTER CARTON,,AAFIJIRAPANIEXPV0,2024-06-11,89411896 08897,,,,,,,,,,,
18,CONDIMENTS,AKIJ,SEMOLINA (SUJI),LOCAL,6000G,BAG,,ACONSEL6000V0,2024-06-04,89411896 08903,,,,,,,,,,,
18,DAIRY,FARM FRESH,POWDER MILK,LOCAL,2000G,PILLOW,,FFPMP2KV1,2025-03-03,89411896 08910,,,,,,,,,,,
18,BEVERAGE,SPEED,CARBONATED,SINGAPORE,250ML,CAN,,ESQPSINCANV0,2024-07-14,89411896 00273,,,,,,,,,,,
18,BEVERAGE,SPEED,CARBONATED,EXPORT,250ML,CAN,ESQC,ESQCCOMMV4,2025-01-28,89411896 00273,,,,,,,,,,,
18,BAKERY,AAFI,DRY CAKE,EXPORT,120G,BOX,,ADCEXP120V2,2024-09-16,89411896 02024,,,,,,,,,,,
18,DRINKING WATER,RIVERA,DRINKING WATER,PROMOTIONAL,500ML,PET,RHP,RHPCP15V0,2024-08-08,89411896 04028,,,,,,,,,,,
18,DRINKING WATER,SPA,DRINKING WATER,PROMOTIONAL,500ML,PET,,SPHPCP15V0,2024-08-08,89411896 03922,,,,,,,,,,,
18,CONDIMENTS,AKIJ,RED LENTIL,LOCAL,12KG,BAG,,AKRLL12KV0,2024-08-26,89411896 08842,,,,,,,,,,,
18,BEVERAGE,AAFI,ORANGE DRINK CSD,LOCAL,250ML,PET,AOQP,AOQPV1,2024-09-02,89411896 00358,,,,,,,,,,,
18,SNACKS,CHEESE PUFFS,SNACKS CHIPS,EXPORT,,MASTER CARTON,,SNKEXP80V1,2024-09-11,89411896 08927,,,,,,,,,,,
18,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,LOCAL,180ML,PET,,AAFIMFD180LV0,2023-03-16,89411896 05551,,,,,,,,,,,
18,SNACKS,CHEESE PUFFS,SNACKS CHIPS,EXPORT,,MASTER CARTON,,SNKEXP80V1,2024-09-11,89411896 08934,,,,,,,,,,,
18,SNACKS,Coconut Puffs,SNACKS CHIPS,EXPORT,,MASTER CARTON,,SNKEXP80V1,2024-09-11,89411896 08941,,,,,,,,,,,
18,SNACKS,CHEESE PUFFS,SNACKS CHIPS (MOZZARELLA CHEESE),EXPORT,,MASTER CARTON,,SNKEXP80V1,2024-09-11,89411896 08958,,,,,,,,,,,
18,SNACKS,O’potato Sticks,SNACKS CHIPS,EXPORT,,MASTER CARTON,,SNKEXP80V1,2024-09-11,89411896 08965,,,,,,,,,,,
18,SNACKS,O’potato Drumstick,SNACKS CHIPS,EXPORT,,MASTER CARTON,,SNKEXP80V1,2024-09-11,89411896 08972,,,,,,,,,,,
18,SNACKS,O’potato Pasta,SNACKS CHIPS,EXPORT,,MASTER CARTON,,SNKEXP80V1,2024-09-11,89411896 08989,,,,,,,,,,,
