SL,CATEGORY,Brand,TYPE/FLAVOUR,ORIGINE,SKU,PACK TYPE,CODE,VERSION,DATE,BARCODE,CYLINDER COMPANY,PRINTING COMPANY,,,,,,,,,
18,SNACKS,AAFI,CHANACHUR (CLASSIC),EXPORT,300G,PLASTIC JAR,,AFICLCHEXPJAR3VO,2024-10-06,89411896 01300,,,,,,,,,,,
18,SNACKS,AAFI,CHANACHUR (HOT),EXPORT,300G,PLASTIC JAR,,AFIHOTCHEXPJAR3VO,2024-10-06,89411896 01317,,,,,,,,,,,
18,SNACKS,AAFI,CHANACHUR (BBQ),EXPORT,300G,PLASTIC JAR,,AFIBBQCHEXPJAR3VO,2024-10-06,89411896 01324,,,,,,,,,,,
18,BAKERY,AAFI,DRY CAKE,LOCAL,25G,MASTER CARTON,,ADCLOC25G6PMCV0,2024-09-17,89411896 08996,,,,,,,,,,,
18,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,EXPORT,1000ML,MASTER CARTON,,AAFIMFDMC1LV1,2024-09-24,89411896 09009,,,,,,,,,,,
18,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,EXPORT,500ML,MASTER CARTON,,AAFIMFDMC500MLV1,2024-09-24,89411896 09016,,,,,,,,,,,
18,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,EXPORT,250ML,MASTER CARTON,,AAFIMFDMC250MLV1,2024-09-24,89411896 09023,,,,,,,,,,,
18,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,EXPORT,260ML,MASTER CARTON,,AAFIMFDMC260MLV1,2024-09-24,89411896 09030,,,,,,,,,,,
18,BEVERAGE,SPEED,SPEED CAN,EXPORT,250ML,MASTER CARTON,,SPEEDCANMC250MLV1,2024-09-24,89411896 09047,,AKIJ PRINTING & PACKAGES LTD.,,,,,,,,,
18,BEVERAGE,SPEED,SPEED PET,EXPORT,250ML,MASTER CARTON,,SPEEDPETMC250MLV1,2024-09-24,89411896 09054,,AKIJ PRINTING & PACKAGES LTD.,,,,,,,,,
18,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,OPOTATO,1000ML,PET,,FOPOPOTATOV0,2024-09-27,89411896 05735,,,,,,,,,,,
18,BEVERAGE,MOJO,COLA,COMMON,250ML,CAN,MQC,MQCFLAGV3,2024-09-27,89411896 00020,,,,,,,,,,,
18,BEVERAGE,MOJO,COLA,COMMON,300ML,FAT CAN,,MCCC300V0,2024-09-27,89411896 00396,,,,,,,,,,,
18,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,EXPORT,250ML,MASTER CARTON,,AAFIMFDMCV1,2024-09-24, 89411896 09030,,,,,,,,,,,
18,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,EXPORT,260ML,MASTER CARTON,,AAFIMFDMCV1,2024-09-24,89411896 09023,,,,,,,,,,,
19,GRAINS,AKIJ,CHINIGURA AEROMETIC RICE,LOCAL,20KG,BAG,,AARL20KGV1,2024-12-25,89411896 09061,,,,,,,,,,,
19,SNACKS,OPOTATO,SPICY COCKTAIL,LOCAL,16G,PILLOW,,OPSC16LV0,2024-10-02,89411896 01331,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
19,SNACKS,OPOTATO,TANGY TOMATO,LOCAL,16G,PILLOW,,OPTT16V0,2024-10-02,89411896 01348,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
20,GRAINS,AKIJ,CHINIGURA AEROMETIC RICE,LOCAL,1000G,POUCH,,AARL1KV01,2023-11-06,89411896 03373,BANGLA-SHANGHAI PLATE MAKING LTD.,SHAJINAZ EXIM PACK LTD.,,,,,,,,,
20,SNACKS,AAFI,CHANACHUR (CLASSIC),EXPORT,300G,MASTER CARTON,,AAFICHANJAR300V0,2024-10-08,89411896 09078,,,,,,,,,,,
20,SNACKS,AAFI,CHANACHUR (HOT),EXPORT,300G,MASTER CARTON,,AAFICHANJAR300V0,2024-10-08,89411896 09085,,,,,,,,,,,
20,SNACKS,AAFI,CHANACHUR (BBQ),EXPORT,300G,MASTER CARTON,,AAFICHANJAR300V0,2024-10-08,89411896 09092,,,,,,,,,,,
20,SNACKS,OPOTATO,CREAM & ONION,LOCAL,16G,PILLOW,,OPC&OC16V0,2024-10-02,89411896 01355,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
20,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,LOCAL,125ML,BRICK,,AAFIMFD125BRILV0,2024-10-26,89411896 05582,,,,,,,,,,,
20,SNACKS,OPOTATO,SPICY COCKTAIL,EXPORT,20G,PILLOW,,OPSC20EXPV0,2024-10-02,89411896 00952,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
20,SNACKS,OPOTATO,TANGY TOMATO,EXPORT,20G,PILLOW,,OPTT20EXPV0,2024-10-02,89411896 00945,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
20,DAIRY,FARM FRESH,POWDER MILK,LOCAL,250G,PILLOW,,FFPML250V0,2024-09-30,89411896 09108,,,,,,,,,,,
20,DAIRY,MILK LAND,POWDER MILK,LOCAL,250G,PILLOW,,MLPL250V0,2025-03-03,89411896 09115,,,,,,,,,,,
20,CONDIMENTS,AAFI,MUSTARD OIL,EXPORT,200ML,PET,EMOQP,EMOQPV2,2024-10-24,89411896 06817,,AKIJ PRINTING & PACKAGES LTD.,,,,,,,,,
20,CONDIMENTS,AAFI,MUSTARD OIL,EXPORT,400ML,PET,EMOP400,EMOP400V2,2024-10-24,89411896 03786,,AKIJ PRINTING & PACKAGES LTD.,,,,,,,,,
20,CONDIMENTS,AAFI,MUSTARD OIL,,500ML,PET,,,,89411896 0380,,,,,,,,,,,
20,CONDIMENTS,AAFI,MUSTARD OIL,EXPORT,1000ML,PET,EMOOP,EMOOPV2,2024-10-24,89411896 03816,,AKIJ PRINTING & PACKAGES LTD.,,,,,,,,,
21,GRAINS,AAFI,PUFFED RICE,LOCAL,250G,PILLOW,APRQ,APRQV2,2024-10-10,89411896 02819,BANGLA-SHANGHAI PLATE MAKING LTD.,BENGAL PRINTING & PACKAGING,,,,,,,,,
21,SNACKS,OPOTATO,CREAM & ONION,LOCAL,20G,PILLOW,,0PC&OC20V0,2024-10-02,89411896 01362,BANGLA-SHANGHAI PLATE MAKING LTD.,,,,,,,,,,
21,SNACKS,OPOTATO,CREAM & ONION,EXPORT,20G,PILLOW,,0PC&OC20EXPV0,2024-10-02,89411896 01362,,,,,,,,,,,
21,BAKERY,AAFI,PLAIN TOAST,EXPORT,150G,MASTER CARTON,,ATREXCOMB150V0,2024-12-09,89411896 09122,,,,,,,,,,,
21,BAKERY,AAFI,PLAIN TOAST,EXPORT,250G,MASTER CARTON,,ATREXCOMB250V0,2024-12-09,89411896 09139,,,,,,,,,,,
21,BAKERY,AAFI,SWEET TOAST,EXPORT,150G,MASTER CARTON,,ATREXCOMB150V0,2024-12-09,89411896 09146,,,,,,,,,,,
21,BAKERY,AAFI,SWEET TOAST,EXPORT,250G,MASTER CARTON,,ATREXCOMB250V0,2024-12-09,89411896 09153,,,,,,,,,,,
21,BAKERY,AKIJ,CHOCOLATE COOKIES,EXPORT,54G,PILLOW,,ACCPEXP54V0,2024-12-09,89411896 01379,,,,,,,,,,,
21,BAKERY,AKIJ,LITE SUGAR COOKIES,EXPORT,54G,PILLOW,,ACLSPEXP54V0,2024-12-09,89411896 01386,,,,,,,,,,,
21,BAKERY,AKIJ,MILK COOKIES,EXPORT,54G,PILLOW,,ACMPEXP54V0,2024-12-09,89411896 01393,,,,,,,,,,,
21,BAKERY,AKIJ,PEANUT COOKIES,EXPORT,54G,PILLOW,,ACCPEXP54V0,2024-12-09,89411896 01409,,,,,,,,,,,
21,BAKERY,AKIJ,SALTY COOKIES,EXPORT,54G,PILLOW,,ACSPEXP54V0,2024-12-09,89411896 01416,,,,,,,,,,,
21,FRUIT DRINK,FRUTIKA,RED GRAPE,LOCAL,250ML,PET,,FRGQPCPV2,2024-12-19,89411896 05742,,,,,,,,,,,
21,FRUIT DRINK,FRUTIKA,RED GRAPE,LOCAL,1000ML,PET,,FRG1LCPV0,2024-12-19,89411896 05575,,,,,,,,,,,
21,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,CP,1000ML,PET,,FOP1LCPV0,2024-12-19,89411896 05735,,,,,,,,,,,
21,BEVERAGE,SPEED,CARBONATED,LOCAL,250ML,PET,SQP,SQPLOCHGV0,2025-03-03,89411896 00266,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
21,BAKERY,AAFI,HOICHOI TOAST,EXPORT,150G,MASTER CARTON,,ATREXCOMB150V0,2024-12-09,89411896 09160,,,,,,,,,,,
21,BAKERY,AAFI,HOICHOI TOAST,EXPORT,250G,MASTER CARTON,,ATREXCOMB250V0,2024-12-09,89411896 09177,,,,,,,,,,,
21,BAKERY,AAFI,GHEE TOAST,EXPORT,150G,MASTER CARTON,,ATREXCOMB150V0,2024-12-09,89411896 09184,,,,,,,,,,,
21,BAKERY,AAFI,GHEE TOAST,EXPORT,250G,MASTER CARTON,,ATREXCOMB250V0,2024-12-09,89411896 09191,,,,,,,,,,,
21,CONDIMENTS,AKIJ,SEMOLINA (SUJI),LOCAL,4800G,BAG,,ACONSEL4800V0,2024-06-04,89411896 09207,,,,,,,,,,,
21,SNACKS,KRANCHO,POTATO CRACKERS (CLASSIC),CP,15G,PILLOW,,KPC15V1,2025-02-05,89411896 01423,PRINTO PACK SYNDICATE ,AFBL FOOD PARK,,,,,,,,,
21,BEVERAGE,MOJO,COLA,EXPORT,250ML,PET,,MQPEXP250V1,2025-01-01,89411896 00044,,,,,,,,,,,
21,CONDIMENTS,AAFI,PICKELE (SECURITY SEAL),COMMON,400G,WRAPPER,,AFIPIK4JSSV0,2025-01-05,,,,,,,,,,,,
21,BEVERAGE,CLEMON,LEMON,EXPORT,250ML,PET,,CQPEXPV1,2025-01-05,89411896 00112,,,,,,,,,,,
21,SNACKS,AAFI,CHANACHUR (CAP SEAL),COMMON,300G,SHRINK,,AAAFICHACAPSELV0,2025-01-06,,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
21,SNACKS,AAFI,CHANACHUR (BBQ),EXPORT,35G,PILLOW,,ACBEXP35V1,2024-10-06,89411896 01119,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
22,GRAINS,AKIJ,CHINIGURA AEROMETIC RICE,LOCAL,20KG,BAG,,AARL20KGDCV1,2024-12-25,89411896 09061,,,,,,,,,,,
22,SNACKS,AAFI,CHANACHUR (BBQ),EXPORT,80G,PILLOW,,ACBEXP80V1,2024-10-06,89411896 01065,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
22,SNACKS,AAFI,CHANACHUR (BBQ),EXPORT,150G,PILLOW,,ACBEXP150V1,2024-10-06,89411896 01089,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
22,SNACKS,AAFI,CHANACHUR (BBQ),EXPORT,300G,PILLOW,,ACBEXO300V1,2024-10-06,89411896 01096,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
22,BEVERAGE,MOJO,COLA,PROMOTIONAL,2000ML,PET,,MJBBAHB20V0,2025-03-03,89411896 00082,,,,,,,,,,,
22,BEVERAGE,CLEMON,LEMON,CAMPING,2000ML,PET,,CLLCAMHB200V0,2025-03-03,89411896 00150,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
22,SNACKS,KRANCHO,POTATO CRACKERS (HOT),CP,15G,PILLOW,,KPCHOT15CPV1,2025-02-05,89411896 01485,PRINTO PACK SYNDICATE ,AFBL FOOD PARK,,,,,,,,,
22,BEVERAGE,SPEED,SPEED PET,EXPORT,250ML,SHRINK,,SPEEDPETEXPSHRINKLV0,2025-01-19,89411896 09290,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
22,CONDIMENTS,AAFI,GREEN MANGO CHUTNEY ,EXPORT,15G,POLY,,AGMCL15EXPV0,2025-01-01,89411896 03038,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
22,CONDIMENTS,AAFI,OLIVE CHUTNEY ,EXPORT,15G,POLY,,AOCL15EXPV0,2025-01-01,89411896 03045,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
22,CONDIMENTS,AAFI,TAMARIND CHUTNEY ,EXPORT,15G,POLY,,ATCL15EXPV0,2025-01-01,89411896 03052,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
22,CONDIMENTS,AAFI,MIXED CHUTNEY,EXPORT,15G,POLY,,AMCL15EXPV0,2025-01-01,89411896 03489,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
22,CONDIMENTS,AKIJ,GRAM FLOUR,LOCAL,"500G, 1000G",BAG,,AGFLMBV0,2025-01-23,89411896 09214,,,,,,,,,,,
22,DAIRY,FARM FRESH,PASTEURIZED STANDARDIZED MILK (COFFEE),LOCAL,1000ML,POUCH,,FFPSMCOFFEEV0,2024-12-24,89411896 0923,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
22,BEVERAGE,FIZZO,LITCHI,LOCAL,250ML,PET,,FIZZOLITCHIV0,2025-01-27,89411896 09245,,,,,,,,,,,
22,BEVERAGE,FIZZO,APPLE,LOCAL,250ML,PET,,FIZZOAPPOV0,2025-01-27,89411896 09252,,,,,,,,,,,
22,BEVERAGE,FIZZO,POMEGRANATE,LOCAL,250ML,PET,,,2025-01-27,89411896 09269,,,,,,,,,,,
22,BEVERAGE,FIZZO,VANILLA,LOCAL,250ML,PET,,,2025-01-27,89411896 09276,,,,,,,,,,,
22,BEVERAGE,LEMU,CLOUDY LEMON,EXPORT,250ML,PET,,LQPEXPV1,2025-03-18,89411896 00242,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
22,DAIRY,FARM FRESH,POWDER MILK,LOCAL,1000G,MASTER CARTON,,FFIPMMC1000V0,2025-02-26,,,,,,,,,,,,
22,SNACKS,OPOTATO ,TANGY TOMATO,EXPORT ,20G,MASTER CARTON,,SNKEXP80V1,2025-02-06,89411896 09306,,,,,,,,,,,
22,SNACKS,OPOTATO,SPICY COCKTAIL,EXPORT,20G,MASTER CARTON,,SNKEXP80V1,2025-02-06,89411896 09313,,,,,,,,,,,
22,FRUIT DRINK,SIPIT,MANGO SOFT DRINK POWDER,LOCAL,500G,BOX,,SMSPBOXV1,2025-02-13,89411896 07487,,,,,,,,,,,
22,FRUIT DRINK,SIPIT,ORANGE SOFT DRINK POWDER,LOCAL,500G,BOX,,SOSPBOXV1,2025-02-13,89411896 07449,,,,,,,,,,,
22,FRUIT DRINK,SIPIT,ORANGE SOFT DRINK POWDER,LOCAL,125G,BOX,,SOMPBOXV1,2025-02-13,89411896 07425,,,,,,,,,,,
22,FRUIT DRINK,SIPIT,ORANGE SOFT DRINK POWDER,LOCAL,250G,BOX,,SOQPBOXV1,2025-02-13,89411896 07432,,,,,,,,,,,
22,FRUIT DRINK,SIPIT,MANGO SOFT DRINK POWDER,LOCAL,125G,BOX,,SMMPBOXV1,2025-02-13,89411896 07463,,,,,,,,,,,
22,FRUIT DRINK,SIPIT,MANGO SOFT DRINK POWDER,LOCAL,250G,BOX,,SMQPBOXV1,2025-02-13,89411896 07470,,,,,,,,,,,
22,DAIRY,FARM FRESH,UHT CHOCOLATE FLAVORED MILK,LOCAL,200ML,BRICK,,FFUHTCFM2BRIV0,2025-02-06,89411896 09320,,,,,,,,,,,
22,DAIRY,FARM FRESH,UHT MANGO FLAVOURED MILK,LOCAL,200ML,BRICK,,FFUHTMFM2BRIV0,2025-02-06,89411896 09337,,,,,,,,,,,
22,DAIRY,FARM FRESH,UHT ELACHI  FLAVORED MILK,LOCAL,200ML,BRICK,,FFUHTEFM2BRIV0,2025-02-06,89411896 09344,,,,,,,,,,,
22,CONDIMENTS,AAFI,MUSTARD OIL,EXPORT,5000ML,MASTER CARTON,,AAMO5000EMCV3,2025-02-02,89411896 09283,,,,,,,,,,,
22,SNACKS,HAPPY BITE,SLICE CAKE VANILLA,LOCAL,70G,PILLOW,,HBSCVL70V0,2025-03-19,89411896 09412,PRINTO PACK SYNDICATE ,,,,,,,,,,
22,SNACKS,HAPPY BITE,MUFFIN CAKE VANILLA,LOCAL,17G,PILLOW,,HBMCVL17V0,2025-03-19,89411896 09450,PRINTO PACK SYNDICATE ,,,,,,,,,,
22,SNACKS,HAPPY BITE,MUFFIN CAKE CHOCOLATE,LOCAL,17G,PILLOW,,HBMCCL17V0,2025-03-19,89411896 09436,PRINTO PACK SYNDICATE ,,,,,,,,,,
22,DAIRY,FARM FRESH,POWDER MILK,LOCAL,10G,MASTER CARTON,,FFIPMMC10V0,2025-02-26,,,,,,,,,,,,
22,DAIRY,FARM FRESH,POWDER MILK,LOCAL,20G,MASTER CARTON,,FFIPMMC20V0,2025-02-26,,,,,,,,,,,,
22,DAIRY,FARM FRESH,POWDER MILK,LOCAL,50G,MASTER CARTON,,FFIPMMC50V0,2025-02-26,,,,,,,,,,,,
22,DAIRY,FARM FRESH,POWDER MILK,LOCAL,200G,MASTER CARTON,,FFIPMMC200V0,2025-02-26,,,,,,,,,,,,
22,DAIRY,FARM FRESH,POWDER MILK,LOCAL,500G,MASTER CARTON,,FFIPMMC500V0,2025-02-26,,,,,,,,,,,,
22,DAIRY,FARM FRESH,POWDER MILK,LOCAL,2000G,MASTER CARTON,,FFIPMMC2000V0,2025-02-26,,,,,,,,,,,,
22,CONDIMENTS,AAFI,MUSTARD OIL,EXPORT,200ML,MASTER CARTON,,AMOEXPCOM2MV3,2025-02-02,89411896 09351,,,,,,,,,,,
22,CONDIMENTS,AAFI,MUSTARD OIL,EXPORT,400ML,MASTER CARTON,,AMOEXPCOM4MV3,2025-02-02,89411896 09368,,,,,,,,,,,
22,CONDIMENTS,AAFI,MUSTARD OIL,EXPORT,1000ML,MASTER CARTON,,AMOEXPCOM10MV3,2025-02-02,89411896 09375,,,,,,,,,,,
22,BEVERAGE,MOJO,COLA,PROMOTIONAL,250ML,PET,,MJBBA25HGV0,2025-03-03,89411896 00044,,,,,,,,,,,
22,BAKERY,AKIJ,BUTTER COOCKIES,EXPORT,54G,PILLOW,,ACBPEXP54V0,2024-12-09,89411896 01461,,,,,,,,,,,
22,BAKERY,AKIJ,COCONUT COOCKIES,EXPORT,54G,PILLOW,,ACCNPEXP54V0,2024-12-09,89411896 01478,,,,,,,,,,,
22,DAIRY,MILK LAND,POWDER MILK,LOCAL,5G,SASSY,,MLPLS5V0,2025-03-03,89411896 09382,,,,,,,,,,,
22,SNACKS,OPOTATO,TANGY TOMATO,EXPORT ,20G,MASTER CARTON,,SNKEXP80V2,2025-03-04,89411896 09399,,,,,,,,,,,
22,SNACKS,OPOTATO,SPICY COCKTAIL,EXPORT,20G,MASTER CARTON,,SNKEXP80V2,2025-03-04,89411896 09405,,,,,,,,,,,
23,GRAINS,AKIJ,FLATTENED RICE,LOCAL,250G,PILLOW,,AFLARL250GPV0,2025-03-03,89411896 03519,PRINTO PACK SYNDICATE ,,,,,,,,,,
24,GRAINS,AKIJ,FLATTENED RICE,LOCAL,500G,PILLOW,,AFLARL500GPV0,2025-03-03,89411896 03526,PRINTO PACK SYNDICATE ,,,,,,,,,,
24,BEVERAGE,CLEAR UP,LEMON,COMMON,250ML,CAN,,CULCAN250V0,2025-01-23,89411896 00518,,,,,,,,,,,
24,SNACKS,AAFI,MANGO BAR (JAR),EXPORT,15G,PLASTIC JAR,,AMBJEXP15V1,2025-03-17,89411896 07142,,,,,,,,,,,
24,SNACKS,AKIJ WELL-BEING,DRIED FRUITS (PINEAPPLE),LOCAL,100G,STANDING POUCH,,AWDFPINSTDPV0,2025-03-13,89411896 01492,,,,,,,,,,,
24,DAIRY,FARM FRESH,POWDER MILK,LOCAL,1000G,MASTER CARTON,,FFIPMMC1K06PCSV0,2025-03-23,,,,,,,,,,,,
24,SNACKS,AAFI,MANGO BAR (JAR),COMMON,15G,MASTER CARTON,,AMBJEXPMC15V0,2024-10-24, 89411896 09443,,,,,,,,,,,
25,GRAINS,AKIJ,FLATTENED RICE,LOCAL,10KG,BAG,,AFLARL250G10KGMBV0,2025-03-03,89411896 09467,,,,,,,,,,,
26,GRAINS,AKIJ,FLATTENED RICE,LOCAL,10KG,BAG,,AFLARL500G10KGMBV0,2025-03-03,89411896 09474,,,,,,,,,,,
26,CONDIMENTS,AKIJ,WHITE SUGAR,LOCAL,25KG,BAG,,AKIJWS25KMBV0,2025-04-07,89411896 09481,,,,,,,,,,,
26,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,EXPORT,250ML,PET,,EAMDQPV2,2025-04-08,89411896 05797,,,,,,,,,,,
26,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,EXPORT,500ML,PET,,EAMDHPCOMV2,2025-04-08,89411896 05803,,,,,,,,,,,
26,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,EXPORT,1000ML,PET,,EAMDOPCOMV2,2025-04-08,89411896 05810,,,,,,,,,,,
,SNACKS,KRANCHO,POTATO CRACKERS (TOM YUM),CP,15G,PILLOW,,KPCTOMYUM15CPV1,2025-02-05,89411896 00969,PRINTO PACK SYNDICATE ,AFBL FOOD PARK,,,,,,,,,
,CONDIMENTS,AAFI,GREEN MANGO CHUTNEY ,EXPORT,15G,MASTER CARTON,,AAFICHUTNEYMCV0,2025-04-15,89411896 0949,,,,,,,,,,,
,CONDIMENTS,AAFI,OLIVE CHUTNEY ,EXPORT,15G,MASTER CARTON,,AAFICHUTNEYMCV0,2025-04-15,89411896 0950,,,,,,,,,,,
,CONDIMENTS,AAFI,TAMARIND CHUTNEY ,EXPORT,15G,MASTER CARTON,,AAFICHUTNEYMCV0,2025-04-15,89411896 0951,,,,,,,,,,,
,CONDIMENTS,AAFI,MIXED CHUTNEY,EXPORT,15G,MASTER CARTON,,AAFICHUTNEYMCV0,2025-04-15,89411896 0952,,,,,,,,,,,
,PERSONAL CARE,AKIJ VENTURE,FACIAL TISSUE,LOCAL,120PCS,BOX,,AVFTB120PV0,2025-04-15,,,,,,,,,,,,
,BEVERAGE,AKIJ WELL-BEING,GREEN TEA WITH MINT,LOCAL,1.5G,PILLOW,,AKWBGWMTV1,2025-01-21,89411534 2001,,,,,,,,,,,
,BEVERAGE,AKIJ WELL-BEING,GREEN TEA WITH MINT,LOCAL,25PCS,BOX,,AKWBGWMTBOXV0,2025-01-21,89411534 2002,,,,,,,,,,,
,GRAINS,AKIJ,KATARI NAZIR RICE,LOCAL,20KG,BAG,,AKNRL20KGV0,2025-04-24,89411896 09542,,,,,,,,,,,
,GRAINS,AKIJ,MINICATE RICE,LOCAL,20KG,BAG,,AMRL20KGV0,2025-04-24,89411896 09559,,,,,,,,,,,
,CONDIMENTS,AKIJ,CHILLI POWDER,LOCAL,15G,POUCH,,ACPP15V0,2025-04-23,89411896 03533,,,,,,,,,,,
,CONDIMENTS,AKIJ,CHILLI POWDER,LOCAL,100G,POUCH,,ACPP100V0,2025-04-23,89411896 0354,,,,,,,,,,,
,GRAINS,AKIJ,KALIJEERA AROMATIC RICE,LOCAL,1000G,POUCH,,AKARL1KV0,2025-04-29,89411896 03557,,,,,,,,,,,
,GRAINS,AKIJ,KALIJEERA AROMATIC RICE,LOCAL,2000G,POUCH,,AKARL2KV0,2025-04-29,89411896 03564,,,,,,,,,,,
,BAKERY,AAFI,SWEET TOAST,EXPORT,320G,PILLOW,,EAST320B24V2,2024-04-17,89411896 02017,,,,,,,,,,,
,GRAINS,AKIJ,KALIJEERA AROMATIC RICE,LOCAL,40KG,BAG,,AKARMB40KV0,2025-05-04,89411896 03571,,,,,,,,,,,
